submissiondate	today	tablet_id	duration	respondent_id	respondent_id2	hhwtp	hhpay	hhstove	treatc	treatc2	a_resp	a_noresp	g_char_today	g_char_yest	g_char_dby	g_char_3days	g_char_week	g_c1_comments	g_c2_wtp	g_c2_neighbors	g_c2_others	g_c3_neighbors	g_c3_family	g_c3_friends	g_c3_other	g_stove	g_stove_other	g_stove_other_0	g_stove_other_1	g_stove_other_2	g_stove_other_3	g_stove_other_4	g_stove_other_97	g_stovetype	g_c4_save_jiko	g_c4_spend_jiko	g_c4_spend_jikokoa	g_jikokoa	g_c5_2_usage	g_c5_noshow	g_c5_gone	g_c5_returned	g_c5_other	g_c5_buynew	g_c5_1_sold_why	g_c5_1_sold_amt	g_c5_1_sold_money	g_c5_2_buynew	g_c5_buywhen	g_c5_buyno	g_c5_buyno_1	g_c5_buyno_2	g_c5_buyno_3	g_c5_buyno_4	g_c5_buyno_5	g_c5_buyno_6	g_c5_buyno_7	g_c5_buyno_97	g_c5_buymore	g_c4_save_jiko2	g_c4_spend_jiko2	g_c4_spend_jikokoa2	g_c5_5_savespend	g_c5_5_savespend_1	g_c5_5_savespend_2	g_c5_5_savespend_3	g_c5_5_savespend_4	g_c5_5_savespend_5	g_c5_5_savespend_6	g_c5_5_savespend_7	g_c5_5_savespend_8	g_c5_5_savespend_9	g_c5_5_savespend_10	g_c5_5_savespend_11	g_c5_5_savespend_12	g_c5_5_savespend_13	g_c5_5_savespend_99	g_c5_5_savespend_97	g_c5_5_savespend_detail	g_c5_5_save	g_c5_sellconsider	g_c5_2_sellamt	g_c5_2_sellwho	g_c5_jiko	g_c5_3_work	g_c5_3_usage	g_c5_3_jikokoa	g_c5_3_jikokoa_1	g_c5_3_jikokoa_2	g_c5_3_jikokoa_3	g_c5_3_jikokoa_4	g_c5_3_jikokoa_5	g_c5_3_jikokoa_6	g_c5_3_jikokoa_7	g_c5_3_jikokoa_8	g_c5_3_jikokoa_96	g_c5_3_jikoko_other	g_c5_3_oldjiko	g_c5_3_oldjiko_amt	g_c5_4_payjikokoa	g_c5_4_money	g_c5_4_theft	g_c5_4_migration	g_c5_4_benefits	g_c5_4_benefits_1	g_c5_4_benefits_3	g_c5_4_benefits_4	g_c5_4_benefits_5	g_c5_4_benefits_6	g_c5_4_benefits_7	g_c5_4_benefits_97	g_c5_4_benefits_99	g_c5_4_costs	g_c5_4_recom	g_c5_4_payhow	g_c5_4_payhow_11	g_c5_4_payhow_12	g_c5_4_payhow_13	g_c5_4_payhow_21	g_c5_4_payhow_22	g_c5_4_payhow_23	g_c5_4_payhow_31	g_c5_4_payhow_32	g_c5_4_payhow_33	g_c5_4_payhow_34	g_c5_4_payhow_35	g_c5_4_payhow_97	g_c5_4_payhow_more	g_c5_6_taste	g_c5_6_value	g_c5_6_broken	g_c5_6_proud	d1_use_morn	d1_use_aft	d1_use_eve	f_health_trad_adult	f_health_trad_child	f_health_longterm	f_health_jikokoa0	f_health_jikokoa1	f_health_work	f1_comment	d2_anychildren	d2_cough_resp	d2_breath_resp	d2_hours_resp	d2_cough_child	d2_breath_child	d2_hours_child	d3_stop	d3_start	d3_amount	d3_taste	d3_process	d3_surprise	d3_like	d3_dislike	d3_duration	d3_heating_yn	d3_heating_mins	d3_dur_longer	d3_dur_shorter	d_ivself1	d_ivself2	d_ivself3	d_ivself4	d_ivself5	d_ivself6	d_ivself7	d_ivself8	d_ivself9	d_ivself10	d_ivself11	d_ivself12	d_ivself13	d_ivself14	d_ivself15	d_ivself16	d_ivself17	d_ivself18	d_ivself19	d_ivself20	d_ivself21	d_ivself22	d_ivothers1	d_ivothers2	d_ivothers3	d_ivothers4	d_ivothers5	d_ivothers6	d_ivothers7	d_ivothers8	d_ivothers9	d_ivothers10	d_ivothers11	d_ivothers12	d_ivothers13	d_ivothers14	d_ivothers15	d_ivothers16	d_ivothers17	d_ivothers18	d_ivothers19	d_ivothers20	d_ivothers21	d_ivothers22	g1a	g1b	g1b_1	g1b_2	g1b_3	g1b_96	g1c	g2a	g2b	g2b2	g2c	g1g1	tasksv2	tasksv3	bucket_kg	bucket_lbs	bucket_full	bucket_empty	bdmweekly	bdmmonthly	received_sms	nosms_select	nosms_select_1	nosms_select_2	nosms_select_3	nosms_select_4	nosms_select_5	nosms_select_6	nosms_select_97	nosms_select_99	nosms_newnum	nosms_why	sms_responded	sms_noairtime	purpose_1	purpose_yn	instanceid	formdef_version	key
"Jun 24, 2019 4:25:15 PM"	"Jun 24, 2019"	"8.68912E+14"	2099	"3b29z75"	"3b29z75"	2570	889	1	1	1	1		0	100	100	200	200	"She used 300 for seven days and 700 for seven days"	2500	0	0													""				1	2	""			""		""		""	0		"1"	1	0	0	0	0	0	0	0	""	1500	3000	1500	"97"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Pay school fees"		0		""	0			""										""	1			"Pay school fees"	4	2	"1 5"	1	0	0	1	0	0	0	0	"None"	1	""														5	1	4	1	120	0	60	5	5	5		5	0	""	1	0	0	0	0	0	0	"No"	"No"	2	"Yes"	"No"	"No"	"The food is clean and has good taste"	"None"	1			40		0	0	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"1 3"	1	0	1	0	0	25	500	10000		999	10	9.5	1	2	0	0	76	302	1	""										""			"To enlighten people on the advantages of using jikokoa"	0	"uuid:1fea9d59-dfc4-4bfa-8a68-6075b621ea03"	1906241016	"uuid:1fea9d59-dfc4-4bfa-8a68-6075b621ea03"
"Jun 24, 2019 4:25:16 PM"	"Jun 24, 2019"	"8.68912E+14"	1361	"390z53d"	"390z53d"	160	1591	0	0	0	1		0	0	0	0	0	""	200	0	0					0	0	1	0	0	0	0	0	""	1500	3000	1500			""			""		""		""	0		"1"	1	0	0	0	0	0	0	0	""				""																""				""				""										""				""			""									""		""																		0	60	60	4	4	4	4		0	""	1	0	0	0	1	0	0	""	""		""	""	""	""	""						0	0	0	0	0	0	0	0	0	0	0	2	3	5	10	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"1 3"	1	0	1	0	0	0	2800	4900		999	23	3	99	999	0	1			0	"97"	0	0	0	0	0	0	1	0	0	"Lost her phone"	0		"To market Jikokoa"	0	"uuid:1bc01a90-9e37-47d3-aacd-12f128c4c161"	1906241016	"uuid:1bc01a90-9e37-47d3-aacd-12f128c4c161"
"Jun 24, 2019 4:43:21 PM"	"Jun 24, 2019"	"cd72619290d4fb34"	3026	"cz42176"	"cz42176"	1200	1047	1	2	0	1		0	0	100	100	100	"She uses less charcoal now that she uses jiko okoa.She uses Ksh 100 on charcoal for three days,and, in a week she spends 250 on charcoal"	800	0	0													""				1	1	""			""		""		""	0		"1"	1	0	0	0	0	0	0	0	""	1500	3000	150	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Mostly buying maize flour"		0		""	1	1	2	"4"	0	0	0	1	0	0	0	0	0	""				"Buy food stuffs like sugar, cooking oil etc"	2	2	"1 4"	1	0	1	0	0	0	0	0	"None"	2	""														4	1	3	1	30	60	60	2	2	2		3	0	""	1	0	0	0	0	0	0	"No"	"No"	2	"No"	"I cook faster"	"No it is just as good as I expected"	"It does not use a lot of charcoal"	"No"	3				30	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	0	120				-999	11	12	-99	-99	1	0	0	0	1	""										""			"I have forgotten what I was told about purpose of study"	1	"uuid:1d5b957c-43c4-4444-ac37-5cbce40ce94a"	1906270925	"uuid:1d5b957c-43c4-4444-ac37-5cbce40ce94a"
"Jun 24, 2019 4:43:21 PM"	"Jun 24, 2019"	"cd72619290d4fb34"	1922	"3400b43"	"3400b43"	4000	2538	1	2	2	1		45	45	45	90	90	"She uses Ksh 45 daily on charcoal since she started using jiko okoa, 135 for three days and 315 per week"	2500	0	0													""				1	1	""			""		""		""	0		"1"	1	0	0	0	0	0	0	0	""	1350	2700	1350	"12"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"Saved used it on school fees"		0		""	0			""										""	99			"Used it on school fees"	2	1	"1 7"	1	0	0	0	0	1	0	0	"Lighting it is hard"	1	""														4	1	3	1	10	30	60	1	2	2		3	0	""	0	0	0	0				"No"	"No"	2	"Yes tastes much better"	"Yes I cook faster"	"That I cannot use polythene to light it"	"Saves on charcoal"	"Lighting it up is hard since I cannot use polythene to light it"	3				20	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"1"	1	0	0	0	1	350	7000	14000	0	-999	16	13.5	-99	-99	0	0	216	863	1	""										""			"I do not remember"	1	"uuid:f357caf8-a7eb-4d95-84a8-8b9d68c1aa27"	1906270925	"uuid:f357caf8-a7eb-4d95-84a8-8b9d68c1aa27"
"Jun 24, 2019 4:43:22 PM"	"Jun 24, 2019"	"cd72619290d4fb34"	1964	"0a80c39"	"0a80c39"	1362	423	1	0	0	1		50	100	300	300	300	"She uses 150 per day on most days, in a week she uses 1050 on charcoal, 450 for three days"	400	0	0													""				1	1	""			""		""		""	0		"1"	1	0	0	0	0	0	0	0	""	1900	4000	2000	"1 7"	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Mostly on airtime and food stuff"		0		""	1	0		""										""				"Buying a kilo of beef"	1	2	"1 5"	1	0	0	1	0	0	0	0	"None"	1	""														4	1	4	1	10	30	30	1	3	2		2	0	""	1	1	0	0	0	0	0	"No"	"No"	3	"No"	"I cook faster now"	"It is easy to light,I thought it would be hard to light"	"Uses little charcoal"	"Nothing"	3				30	0	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"1"	1	0	0	0	0	-88	500	5000		-999	7	27	5	16	0	0			1	""										""			"About charcoal, about expenses incurred on jiko"	1	"uuid:98155b0a-d144-483b-8de3-8b279b3bd0a0"	1906270925	"uuid:98155b0a-d144-483b-8de3-8b279b3bd0a0"
"Jun 24, 2019 4:43:44 PM"	"Jun 24, 2019"	"60:a4:4c:96:97:4f"	2810	"df21z0z"	"df21z0z"	1253	780	1	0	0	1		0	100	80	180	180	"She used 260 shillings on charcoal the last one week. Since she had travelled to mashambani that's why she used less charcoal."	1200	0	0													""				1	1	""			""		""		""	1	6	""									"Because it has a lot of benefits"	4800	7560	1080	"97"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"She bought two goats @4800"		0		""	1	1	0	""										""				"Ingetumika kwa ununuzi ya makaa ya kupikia na hilo jiko la  kitambo"	1	2	"1 5 7"	1	0	0	1	0	1	0	0	"Sijaona ubaya wowote"	1	""														3	1	4	1	30	30	60	3	2	2		1	0	"She is a housewife and therefore does not work."	1	0	0	0	0	0	0	"No"	"No"	3	"No"	"No"	"Jinsi inavyo okoa makaa"	"Inapika haraka sana"	"Apana"	3				15	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	1	"3"	0	0	1	0	0	500	2000	9000		200	13	13	3	5	0	0			1	""										""			"Utafiti kuhusu utumizi wa makaa na ghalama yake."	1	"uuid:fe83b6d6-039c-4930-9d11-23ad65778fc3"	1906241016	"uuid:fe83b6d6-039c-4930-9d11-23ad65778fc3"
"Jun 24, 2019 4:43:46 PM"	"Jun 24, 2019"	"60:a4:4c:96:97:4f"	1973	"z6b8ab7"	"z6b8ab7"	800	2624	0	1	1	1		0	50	100	150	150	"Kwa wiki anatumia makaa ya 600."	2000	0	0					0	0	1	0	0	0	0	0	""	1200	2400	1200			""			""		""		""	1	6	""									"I will save in a chama and get the money to buy the jikokoa"				""																""				""				""										""				""			""									""		""																		60	0	90	3	1	2	1		200	""	0	1	0	0				""	""		""	""	""	""	""						0	0	0	0	0	0	0	0	0	5	15	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	0	50000	10000	10000		-999	21	5.5	5	11	0	0			1	""										""			"Kujua shida zenye wanapitia wakitumia makaa na ile jiko ya kitambo."	1	"uuid:ae0a190a-af62-4c07-9460-8cd00dcd9e40"	1906241016	"uuid:ae0a190a-af62-4c07-9460-8cd00dcd9e40"
"Jun 24, 2019 4:43:47 PM"	"Jun 24, 2019"	"60:a4:4c:96:97:4f"	2162	"da8c6b7"	"da8c6b7"	3500	2693	1	1	1	1		0	0	50	50	50	"She was not around she has been mashambani and returned on friday that's why she has used less charchoal"	2600	0	0													""				1	2	""			""		""		""	1	6	""									"Nimeona faida zakutumia jikokoa kwa hivo naweza jitolea ninunue ingine"	560	1120	560	"1 4"	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"She spends on buying food items such as rice, flour"		0		""	1	1	0	""										""				"Matumizi ya nyumba Kama kulipa  kodi,  kununua chakula na mengineyo"	1	2	"1 5 7"	1	0	0	1	0	1	0	0	"Hajaona ubaya wake kwa sasa"	1	""														5	1	3	1	30	60	90	3	3	2		1	250	""	1	0	0	0	0	0	0	"No"	"No"	3	"Ndio. Ugali ni tamu  zaidi"	"No"	"Linatumia makaa kidogo Sana"	"Linapika haraka"	"Apana"	3				10	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	0	0				400	12	14	1	2	0	0	229	916	0	"97"	0	0	0	0	0	0	1	0	0	"Her phone fell in water and spoilt but now she is good she will be replying."	0		"Utafiti kuhusu utumiaji wa makaa na jikokoa"	1	"uuid:d93d1d18-753c-4811-aadb-943027223503"	1906241016	"uuid:d93d1d18-753c-4811-aadb-943027223503"
"Jun 24, 2019 4:43:48 PM"	"Jun 24, 2019"	"60:a4:4c:96:97:4f"	2008	"5798cc8"	"5798cc8"	3711	2576	1	1	1	1		0	50	60	110	110	"For the whole week she uses 350"	3000	0	0													""				1	1	""			""		""		""	1	6	""									"She can buy because she has tasted its benefits"	1400	2800	1400	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Kununua  bidha za kukula za familia"		0		""	1	1	0	""										""				"Kukula na kulipa  school fees"	1	2	"1 5 7"	1	0	0	1	0	1	0	0	"Hajaona ubaya wa  kutumia jikokoa"	2	""														5	1	2	1	0	60	120	3	2	2		1	0	"She does not have any income generating activity, she is a house wife"	1	0	0	0	0	0	0	"No"	"No"	3	"Ndio, chakula kinaoja vizuri. Hakinuki moshi."	"No"	"Jiko linapika haraka sana"	"Jikolinatumia makaa kidogo sana"	"Hakuna"	3				10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	1	0	100	3000	0	600	16	10	1	3	0	0	219	876	1	""										""			"Utafiti kuhusu utumiaji wa makaa na ghalama yake  na pia utafiti kuhusu jikokoa na faida zake."	1	"uuid:9393acba-0d96-422b-87dd-b7f79b5e1cf5"	1906241016	"uuid:9393acba-0d96-422b-87dd-b7f79b5e1cf5"
"Jun 24, 2019 5:22:11 PM"	"Jun 24, 2019"	"ac:63:be:ca:8d:79"	2504	"27fzfd2"	"27fzfd2"	2200	2554	0	1	1	1		0	140	140	280	280	"For 3 days she spends 420 on charcoal For 7days in a week, she spends 640ksh"	1000	1	1	2	1	1	0	0	0	1	0	0	0	0	0	""	320	640	320			""			""		""		""	1	6	""									""				""																""				""				""										""				""			""									""		""																		60	60	120	4	2	4	1		200	""	1	0	0	0	0	0	0	""	""		""	""	""	""	""						20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	0	-88				2000	5	25.5	2	4	0	0			0	"97"	0	0	0	0	0	0	1	0	0	"She doesn't know how to respond to the messages"	0		"It has increased her understanding and knowledge about saving on charcoal"	1	"uuid:833a968a-f50c-49c0-9f6c-d8db4eacc03c"	1906270925	"uuid:833a968a-f50c-49c0-9f6c-d8db4eacc03c"
"Jun 24, 2019 5:22:13 PM"	"Jun 24, 2019"	"ac:63:be:ca:8d:79"	1370	"c3685d9"	"c3685d9"	2500	1162	1	2	2	1		0	70	70	140	140	"For 3days he uses 210ksh on charcoal In one week, he uses 420 ksh"	1500	1	0	1												""				0		""	99		"His wife carried it to ushago"		""		""			""									""				""																""				""				""										""				""			""									""		""																		30	90	60	4	4	4	1		0	""	1	0	0	0	0	0	0	""	""		""	""	""	""	""						0	5	4	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	1	0			-88	10000	21	4	-99	-99	99	99	65	261	1	""										""			"To have knowledge on charcoal spending"	1	"uuid:af640f49-eee6-40c4-8ccb-34a0564dc304"	1906270925	"uuid:af640f49-eee6-40c4-8ccb-34a0564dc304"
"Jun 24, 2019 5:22:15 PM"	"Jun 24, 2019"	"ac:63:be:ca:8d:79"	1859	"aa4c64f"	"aa4c64f"	1500	2581	0	1	1	1		0	70	70	140	140	"For 3 days she spends 210 ksh In a week she spends 420ksh"	1500	0	0					0	0	1	0	0	0	0	0	""	210	420	210			""			""		""		""	1	6	""									""				""																""				""				""										""				""			""									""		""																		30	60	120	3	3	3	2		0	""	1	0	0	0	0	0	0	""	""		""	""	""	""	""						0	10	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	0	-99	2000	2000		-999	4	17.25	2	4	0	0			1	""										""			"To understand how jikokoa works"	1	"uuid:bae89950-fbeb-4248-80a5-a3b34988928a"	1906270925	"uuid:bae89950-fbeb-4248-80a5-a3b34988928a"
"Jun 24, 2019 5:22:16 PM"	"Jun 24, 2019"	"ac:63:be:ca:8d:79"	1924	"aazf4da"	"aazf4da"	1600	1034	1	1	1	1		140	140	140	280	280	"For 3 days she spends, 420 In a week, she spends 700"	700	1	1	1	1	0	0									""				1	1	""			""		""		""	1	6	""									""	2800	5600	2800	"1 5 99"	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	"They save"	3000	0		""	1	1	0	""										""				"Buy food"	1	1	"1 3 7"	1	1	0	0	0	1	0	0	"None"	1	""														4	1	3	1	30	60	120	5	5	5		1	2000	""	1	0	0	0	0	0	0	"No"	"Yes"	1	"Yes"	"Yes"	"Its fast in cooking"	"Less smoke"	"None"	3				30	0	4	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"1"	1	0	0	0	0	2000	3000	5000		-999	11	12	8	18	1	0	42	170	1	""										""			"There is improvement on the type of cookstoves"	1	"uuid:f79ddc45-e9fa-435a-bf40-21c6874ebd27"	1906270925	"uuid:f79ddc45-e9fa-435a-bf40-21c6874ebd27"
"Jun 24, 2019 5:37:14 PM"	"Jun 24, 2019"	"3.544E+14"	3647	"83a1zf6"	"83a1zf6"	1593	2334	0	0	0	1		0	90	90	180	180	"In the past 3 days the respondent used  Kshs. 90 and in the past one week she used Kshs. 630"	500	1	1	4	0	1	0	0	0	1	0	0	0	0	0	""	1350	2700	1350			""			""		""		""	0		"1"	1	0	0	0	0	0	0	0	""				""																""				""				""										""				""			""									""		""																		60	90	90	3	3	3	1		200	""	0	1	1	1				""	""		""	""	""	""	""						0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	0	0				2500	17	10.5	1	2	0	0			1	""										""			"To improve people's living standards by cutting cost of charcoal usage and saves money."	1	"uuid:d1d7ef65-ba43-4a09-b81e-60e9b4f79f42"	1906270925	"uuid:d1d7ef65-ba43-4a09-b81e-60e9b4f79f42"
"Jun 24, 2019 5:37:14 PM"	"Jun 24, 2019"	"3.544E+14"	3495	"89f32d5"	"89f32d5"	3750	2627	1	1	1	1		0	80	0	80	80	"She bought  charcoal worth Kshs. 240 for the whole week."	2627	1	0	2												""				1	1	""			""		""		""	1	5	""									""	960	1920	960	"1 5"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"Settle her debt for jikokoa."		0		""	1	0		""										""				"To buy charcoal"	3	2	"1 3 4 5 7"	1	1	1	1	0	1	0	0	"None"	1	""														5	1	4	1	0	0	60	4	4	4		1	240	""	1	0	0	0	0	0	0	"No"	"Yes"	3	"Yes"	"Yes"	"It lights fast"	"It cooks fast"	"None"	3				20	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"1"	1	0	0	0	0	100	800	6400		-999	9	13.5	1	2	0	0	223	893	0	"97"	0	0	0	0	0	0	1	0	1	"She nolonger usedps the previous phone contact."	1	0	"To help people save money."	0	"uuid:fd8337d2-3dc9-4e76-8013-fd9a7b21b84e"	1906270925	"uuid:fd8337d2-3dc9-4e76-8013-fd9a7b21b84e"
"Jun 24, 2019 5:37:15 PM"	"Jun 24, 2019"	"3.544E+14"	1781	"72f1cf0"	"72f1cf0"	2560	2554	1	2	2	1		0	50	50	100	100	"She used charcoal worth Kshs. 250 for the past one week"	2500	0	0													""				1	1	""			""		""		""	0		"1"	1	0	0	0	0	0	0	0	""	175	350	175	"1 5"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"She used others in buying household needs"		0		""	1	1	4	"3"	0	0	1	0	0	0	0	0	0	""				"To pay school fees"	3	2	"1 3 4 5 7"	1	1	1	1	0	1	0	0	"None"	1	""														5	1	4	1	0	40	0	4	4	4		1	25	""	1	0	0	0	0	0	0	"No"	"Yes"	3	"Yes"	"Yes"	"It uses less charcoal"	"It cooks faster"	"None"	3				30	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"1"	1	0	0	0	0	0	400	5000		-999	11	18	3	7	0	0	217	868	1	""										""			"To help people save money"	1	"uuid:f064ba3d-f149-499a-9ed9-fe4cc7ea8427"	1906270925	"uuid:f064ba3d-f149-499a-9ed9-fe4cc7ea8427"
"Jun 25, 2019 1:57:16 PM"	"Jun 25, 2019"	"8.68912E+14"	2340	"4az0f46"	"4az0f46"	1250	1059	1	0	0	1		0	70	70	210	490	""	1200	0	0													""				0		""	99		"Idint buy jikokoa,have never owned one"		""		""			""									""				""																""				""				""										""				""			""									""		""																		20	40	40	4	4	4	4		0	""	1	0	0	0	0	0	0	""	""		""	""	""	""	""		1	0			0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"1 3"	1	0	1	0	1	0	400	20000	0	500	6	20	3	6	0	0			1	""										""			"To enlighten people on the advantages of jikokoa and to sell Jikokoa on discounted prices"	0	"uuid:475d7fe4-a3f4-4784-802b-4d00c75c0271"	1906280625	"uuid:475d7fe4-a3f4-4784-802b-4d00c75c0271"
"Jun 25, 2019 1:57:18 PM"	"Jun 25, 2019"	"8.68912E+14"	1308	"3c5ddaa"	"3c5ddaa"	1300	1161	1	0	0	1		0	50	50	150	350	""	1500	0	0													""				1	1	""			""		""		""	1	5	""									""	1800	3000	1400	"99"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Saved in chama"	1800	0		""	0			""										""	1			"Put into my savings"	4	2	"1 5"	1	0	0	1	0	0	0	0	"The size small"	1	""														4	1	4	2	60	0	60	4	4	4		3	0	""	1	0	0	0	0	0	0	"No"	"No"	3	"Yes,the food does not smell smoke"	"No"	"No"	"It uses small amount of charcoal"	"No"	2	1	0			20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	5	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	0	0				500	7	15	2	4	0	0			1	""										""			"To sell to us jikokoa at discounted prices and to enlighten us on the advantages of owning a jikokoa"	0	"uuid:c980d1f1-366c-4342-9764-43d7bd697da7"	1906280625	"uuid:c980d1f1-366c-4342-9764-43d7bd697da7"
"Jun 25, 2019 1:57:18 PM"	"Jun 25, 2019"	"8.68912E+14"	1845	"00fab5b"	"00fab5b"	2266	1945	1	2	2	1		60	120	120	360	840	""	2000	0	0													""				1	1	""			""		""		""	1	5	""									""	3000	7000	3500	"99"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Added to my daily savings"	3150	0		""	1	0		""										""				"Added to pay rent"	4	2	"1"	1	0	0	0	0	0	0	0	"None"	1	""														3	1	4	1	45	30	60	4	4	4		4	0	""	1	0	0	0	0	0	0	"No"	"No"	3	"No"	"No"	"No"	"It uses small amount of charcoal and saves time"	"None"	3	1	20		30	0	0	0	0	0	0	0	0	0	0	0	10	5	5	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	1	700			2000	999	11	15	2.1	4.2	0	0	140	559	1	""										""			"To help the less preveledged in the community by selling to them jikokoa at discounted prices"	0	"uuid:48a97dc5-23af-40de-97fc-97c6c93154fa"	1906280625	"uuid:48a97dc5-23af-40de-97fc-97c6c93154fa"
"Jun 25, 2019 1:57:48 PM"	"Jun 24, 2019"	"8.68912E+14"	7625	"819b028"	"819b028"	869	2633	0	0	0	1		0	35	35	70	70	"Used 70 in the past three days and 560 in the past 7 days"	500	1	0	1				0	0	1	0	0	0	0	0	""	1050	2000	1050			""			""		""		""	0		"1 2"	1	1	0	0	0	0	0	0	""				""																""				""				""										""				""			""									""		""																		60	90	90	5	5	4	1		0	"None"	1	1	1	0	0	0	0	""	""		""	""	""	""	""						0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	98	"3"	0	0	1	0	0		500	7000		0	16	6.5	2	4	0	0			1	""										""			"Help people save their money"	1	"uuid:caf3312c-7f50-4ebd-9dd5-92837a244a1d"	1906270925	"uuid:caf3312c-7f50-4ebd-9dd5-92837a244a1d"
