submissiondate	today	tablet_id	duration	respondent_id	respondent_id2	hhwtp	hhpay	hhstove	treatc	treatc2	a_resp	a_noresp	g_char_today	g_char_yest	g_char_dby	g_char_3days	g_char_week	g_c1_comments	g_c2_wtp	g_c2_neighbors	g_c2_others	g_c3_neighbors	g_c3_family	g_c3_friends	g_c3_other	g_stove	g_stove_other	g_stove_other_0	g_stove_other_1	g_stove_other_2	g_stove_other_3	g_stove_other_4	g_stove_other_97	g_stovetype	g_c4_save_jiko	g_c4_spend_jiko	g_c4_spend_jikokoa	g_jikokoa	g_c5_2_usage	g_c5_noshow	g_c5_gone	g_c5_returned	g_c5_other	g_c5_buynew	g_c5_1_sold_why	g_c5_1_sold_amt	g_c5_1_sold_money	g_c5_2_buynew	g_c5_buywhen	g_c5_buyno	g_c5_buyno_1	g_c5_buyno_2	g_c5_buyno_3	g_c5_buyno_4	g_c5_buyno_5	g_c5_buyno_6	g_c5_buyno_7	g_c5_buyno_97	g_c5_buymore	g_c4_save_jiko2	g_c4_spend_jiko2	g_c4_spend_jikokoa2	g_c5_5_savespend	g_c5_5_savespend_1	g_c5_5_savespend_2	g_c5_5_savespend_3	g_c5_5_savespend_4	g_c5_5_savespend_5	g_c5_5_savespend_6	g_c5_5_savespend_7	g_c5_5_savespend_8	g_c5_5_savespend_9	g_c5_5_savespend_10	g_c5_5_savespend_11	g_c5_5_savespend_12	g_c5_5_savespend_13	g_c5_5_savespend_99	g_c5_5_savespend_97	g_c5_5_savespend_detail	g_c5_5_save	g_c5_sellconsider	g_c5_2_sellamt	g_c5_2_sellwho	g_c5_jiko	g_c5_3_work	g_c5_3_usage	g_c5_3_jikokoa	g_c5_3_jikokoa_1	g_c5_3_jikokoa_2	g_c5_3_jikokoa_3	g_c5_3_jikokoa_4	g_c5_3_jikokoa_5	g_c5_3_jikokoa_6	g_c5_3_jikokoa_7	g_c5_3_jikokoa_8	g_c5_3_jikokoa_96	g_c5_3_jikoko_other	g_c5_3_oldjiko	g_c5_3_oldjiko_amt	g_c5_4_payjikokoa	g_c5_4_money	g_c5_4_theft	g_c5_4_migration	g_c5_4_benefits	g_c5_4_benefits_1	g_c5_4_benefits_3	g_c5_4_benefits_4	g_c5_4_benefits_5	g_c5_4_benefits_6	g_c5_4_benefits_7	g_c5_4_benefits_97	g_c5_4_benefits_99	g_c5_4_costs	g_c5_4_recom	g_c5_4_payhow	g_c5_4_payhow_11	g_c5_4_payhow_12	g_c5_4_payhow_13	g_c5_4_payhow_21	g_c5_4_payhow_22	g_c5_4_payhow_23	g_c5_4_payhow_31	g_c5_4_payhow_32	g_c5_4_payhow_33	g_c5_4_payhow_34	g_c5_4_payhow_35	g_c5_4_payhow_97	g_c5_4_payhow_more	g_c5_6_taste	g_c5_6_value	g_c5_6_broken	g_c5_6_proud	d1_use_morn	d1_use_aft	d1_use_eve	f_health_trad_adult	f_health_trad_child	f_health_longterm	f_health_jikokoa0	f_health_jikokoa1	f_health_work	f1_comment	d2_anychildren	d2_cough_resp	d2_breath_resp	d2_hours_resp	d2_cough_child	d2_breath_child	d2_hours_child	d3_stop	d3_start	d3_amount	d3_taste	d3_process	d3_surprise	d3_like	d3_dislike	d3_duration	d3_dur_longer	d3_dur_shorter	d_ivself1	d_ivself2	d_ivself3	d_ivself4	d_ivself5	d_ivself6	d_ivself7	d_ivself8	d_ivself9	d_ivself10	d_ivself11	d_ivself12	d_ivself13	d_ivself14	d_ivself15	d_ivself16	d_ivself17	d_ivself18	d_ivself19	d_ivself20	d_ivself21	d_ivself22	d_ivothers1	d_ivothers2	d_ivothers3	d_ivothers4	d_ivothers5	d_ivothers6	d_ivothers7	d_ivothers8	d_ivothers9	d_ivothers10	d_ivothers11	d_ivothers12	d_ivothers13	d_ivothers14	d_ivothers15	d_ivothers16	d_ivothers17	d_ivothers18	d_ivothers19	d_ivothers20	d_ivothers21	d_ivothers22	g1a	g1b	g1b_1	g1b_2	g1b_3	g1b_96	g1c	g2a	g2b	g2b2	g2c	g1g1	tasksv2	tasksv3	bucket_weight	bdmweekly	bdmmonthly	received_sms	nosms_select	nosms_select_1	nosms_select_2	nosms_select_3	nosms_select_4	nosms_select_5	nosms_select_6	nosms_select_97	nosms_select_99	nosms_newnum	nosms_why	sms_responded	sms_noairtime	purpose_1	purpose_yn	instanceid	formdef_version	key
"Jun 17, 2019 4:27:46 PM"	"Jun 17, 2019"	"6ed148c9d4075192"	1002	"zf948c5"	"zf948c5"	705	1168	0	0	0	1		50	50	50	150	300	""	3000	0	0					0	0	1	0	0	0	0	0	""	150	300	300			""			""					0		"1"	1	0	0	0	0	0	0	0	""				""																""				""				""										""				""			""									""																				0	0	60	3	3	3	3		200	""	1	0	0	0	1	0	0	""	""		""	""	""	""	""				0	4	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"1"	1	0	0	0	0	500	1500	6000		-999	13	15.5	3			1	""										""			"Charcoal usage between traditional jiko and jikokoa"	0	"uuid:68403ec4-c042-4759-bee5-35585d1d0727"	1906141438	"uuid:68403ec4-c042-4759-bee5-35585d1d0727"
"Jun 17, 2019 4:27:47 PM"	"Jun 17, 2019"	"6ed148c9d4075192"	1006	"0z9521f"	"0z9521f"	5000	2678	1	2	2	1		50	50	50	150	350	""	3000	1	0	2												""				1	1	""			""					0		"1"	1	0	0	0	0	0	0	0	""	175	350	175	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Saved for fees"		0		""	1	0		""										""				"Paid rent"	4	1	"1 4 7"	1	0	1	0	0	1	0	0	"None"	1															5	1	4	1	60	0	60	3	3	3		3	300	""	1	0	0	0	0	0	0	"No"	"Yes"	2	"Yes"	"No"	"It's very fast"	"It's saves time"	"None so far"	3		20	0	0	0	0	1	3	6	1	2	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	98	"1 3"	1	0	1	0	0		8000	10000		2000	16	6.5	6.5	228	910	1	""										""			"To study charcoal usage and create awareness about jikokoa stove"	0	"uuid:8f495ef2-fe26-409e-ba5d-ae25ca53efae"	1906141438	"uuid:8f495ef2-fe26-409e-ba5d-ae25ca53efae"
"Jun 17, 2019 4:37:48 PM"	"Jun 17, 2019"	"3.56213E+14"	3029	"0bbz2a6"	"0bbz2a6"	1407	2679	0	2	2	1		0	0	0	0	120	"Only used charcoal on Monday and Wednesday"	1000	0	0					0	0	1	0	0	0	0	0	""	1000	500	1000			""			""					1	6	""									""				""																""				""				""										""				""			""									""																				30	60	60	3	1	3	1		50	""	0	0	0	0				""	""		""	""	""	""	""				0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	0	800	400	2000		0	3	33	0			1	""										""			"To know the usage of charcoal"	1	"uuid:f68eca30-e6a2-4525-927e-8bb7e34248f4"	1906141438	"uuid:f68eca30-e6a2-4525-927e-8bb7e34248f4"
"Jun 17, 2019 4:37:49 PM"	"Jun 17, 2019"	"3.56213E+14"	2358	"20fb704"	"20fb704"	2018	2651	0	1	1	1		0	100	160	340	700	""	2018	0	1		1	0	2	0	0	1	0	0	0	0	0	""	1400	2800	1400			""			""					1	5	""									""				""																""				""				""										""				""			""									""																				60	0	60	4	4	2	1		70	""	1	0	0	0	1	1	7	""	""		""	""	""	""	""				0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"3"	0	0	1	0	0		250	2500		1200	22	4.5	4.6			1	""										""			"To see the difference between traditional jiko and the jikokoa and how it works."	1	"uuid:290777e7-e231-4555-b5e9-74b0777a1299"	1906141438	"uuid:290777e7-e231-4555-b5e9-74b0777a1299"
"Jun 17, 2019 4:37:50 PM"	"Jun 17, 2019"	"3.56213E+14"	2572	"f0dz4b1"	"f0dz4b1"	1250	1156	1	1	1	1		40	40	80	220	400	""	1500	0	0													""				1	1	""			""					1	6	""									""	800	1600	800	"4"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Bought a radio"		0		""	1	0		""										""				"Could have used for household expenses"	4	1	"1 4 5 7"	1	0	1	1	0	1	0	0	"It is expensive and addictive in that you don't feel like using the other jiko, stove or even LPG"	1															5	1	4	1	45	60	120	4	4	3		1	100	""	1	0	0	0	0	0	0	"No"	"Yes"	2	"Yes"	"No"	"Yes. It cooks faster"	"It is faster and its food tastes better"	"No"	3		90	0	2	5	5	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"3"	0	0	1	0	0		1000	5000		0	13	15.5	.7	98	393	1	""										""			"To know the advantages of jikokoa and encourage people to buy it"	1	"uuid:4adeb5a7-f8aa-409d-8b66-bf2dea6c8816"	1906141438	"uuid:4adeb5a7-f8aa-409d-8b66-bf2dea6c8816"
"Jun 17, 2019 4:37:51 PM"	"Jun 17, 2019"	"3.56213E+14"	2895	"f53331c"	"f53331c"	1500	1059	1	2	2	1		0	40	30	100	230	""	3000	0	0													""				1	1	""			""					1	6	""									""	1000	1400	1000	"97"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"To boost business"		0		""	1	1	2	"4"	0	0	0	1	0	0	0	0	0	""				"To contribute to chama"	4	2	"1 5 7"	1	0	0	1	0	1	0	0	"It is expensive"	1															3	2	4	1	0	0	50	3	4	3		1	100	""	1	0	0	0	0	0	0	"No"	"No"	3	"No"	"No"	"It is fast as the LPG"	"It uses less charcoal"	"No"	3		30	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	5	5	2	0	0	1	"1 3"	1	0	1	0	0	1100	2200	14400		0	13	8	.7	90	360	0	"97"	0	0	0	0	0	0	1	0	0	"She will start to replying"	0		"To know how jikokoa works"	1	"uuid:404a54e4-2d8f-4b6f-86c6-fec906516ea9"	1906141438	"uuid:404a54e4-2d8f-4b6f-86c6-fec906516ea9"
"Jun 17, 2019 4:37:51 PM"	"Jun 17, 2019"	"3.56213E+14"	1855	"8bz6fc3"	"8bz6fc3"	1250	1117	1	0	0	1		40	40	0	80	240	""	1500	0	0													""				1	1	""			""					1	6	""									""	1800	3000	1200	"12"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"Buy a balanced diet to my children"		0		""	1	0		""										""				"Pay school fees"	1	1	"1 5 7"	1	0	0	1	0	1	0	0	"The price is very high"	1															5	1	4	1	30	40	40	4	4	3		1	60	"No"	1	0	0	0	0	0	0	"No"	"Yes"	3	"Yes"	"Yes"	"No"	"It is fast"	"No"	3		30	0	10	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	0	0	2800	1400		0	18	8	.5			0	"97"	0	0	0	0	0	0	1	0	0	"She has been replying in words"	1	1	"The advantages and advertisement of jikokoa"	1	"uuid:105d9cc1-d684-4831-b08e-fcfcb6ccff86"	1906141438	"uuid:105d9cc1-d684-4831-b08e-fcfcb6ccff86"
"Jun 17, 2019 4:37:52 PM"	"Jun 17, 2019"	"3.56213E+14"	1498	"6231cf9"	"6231cf9"	2008	1816	1	2	2	1		50	50	50	150	350	""	1500	0	0													""				1	1	""			""					0		"1"	1	0	0	0	0	0	0	0	""	1400	2800	1400	"97"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"To pay the balance for jikokoa"		0		""	1	0		""										""				"For household expenses"	4	1	"1 5 97 99"	1	0	0	1	0	0	1	1	"No"	1															3	1	4	1	15	30	30	4	3	3		1	50	"No"	1	0	0	0	0	0	0	"No"	"No"	3	"No"	"Yes"	"Yes"	"It is fast Economical It is to light"	"No"	3		30	0	0	0	15	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	1	0			0	0	17	12	.7	154	617	1	""										""			"To know the usage of charcoal and the advantages of jikokoa. To know if people can afford buying it."	0	"uuid:f9b5717a-5756-451a-a9eb-78f05f76a6f0"	1906141438	"uuid:f9b5717a-5756-451a-a9eb-78f05f76a6f0"
"Jun 17, 2019 4:41:31 PM"	"Jun 17, 2019"	"44:65:0d:c0:b9:21"	2368	"5b17cfz"	"5b17cfz"	2813	2388	1	1	1	1		50	50	50	150	350	""	1000	0	0													""				1	2	""			""					0		"1"	1	0	0	0	0	0	0	0	"maybe you give me another offer in case it gets lost"	500	3000	1500	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"She is paying some school fees"		0		""	0			""										""	99			"Pay school fees"	2	2	"1 5"	1	0	0	1	0	0	0	0	"Nothing"	3															3	1	4	1	60	60	180	4	4	4		1	0	""	1	0	0	0	0	0	0	"No"	"No"	3	"No"	"No"	"No"	"Less smoke"	"None"	2			0	3	5	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	0	400	3000	3000		-999	20	6.75	4	203	812	1	""										""			"To educate us about the use of jikokoa."	1	"uuid:505bbacd-9430-4436-a14e-25afd9f359e6"	1906141438	"uuid:505bbacd-9430-4436-a14e-25afd9f359e6"
"Jun 17, 2019 4:41:32 PM"	"Jun 17, 2019"	"44:65:0d:c0:b9:21"	1376	"04d1454"	"04d1454"	316	1090	0	0	0	1		0	0	80	160	320	""	590	0	0					0	0	1	0	0	0	0	0	""	650	1280	600			""			""					0		"1"	1	0	0	0	0	0	0	0	""				""																""				""				""										""				""			""									""																				0	0	300	4	4	4	1		200	"She is been having chest problems and the doctor told her not to be using the traditional jiko"	1	0	1	48	0	0	0	""	""		""	""	""	""	""				0	0	8	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	1	1	2	2	0	0	0	0	0	0	0	1	"3"	0	0	1	0	0	0	6000	10000		500	13	13	4.2			1	""										""			"Kujua utumizi wa makaa"	1	"uuid:859ac008-18b7-4739-9bf6-905f8aa85d83"	1906141438	"uuid:859ac008-18b7-4739-9bf6-905f8aa85d83"
"Jun 17, 2019 4:41:32 PM"	"Jun 17, 2019"	"44:65:0d:c0:b9:21"	1620	"23004f2"	"23004f2"	338	2595	0	2	2	1		150	0	0	150	150	"She had traveled upcoutry...so she is not been using charcoal."	1500	0	0					0	0	1	0	0	0	0	0	""	900	1800	900			""			""					1	6	""									"She says she has seen how the jikokoa operates and she would like to have one"				""																""				""				""										""				""			""									""																				120	60	120	4	3	4	2		0	""	1	0	0	0	1	0	0	""	""		""	""	""	""	""				20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	0	0				500	5	21	-99			1	""										""			"Kuelimisha Watu kuhusu  jikokoa"	1	"uuid:8ea9122f-63ec-4e37-94d8-0075514bc228"	1906141438	"uuid:8ea9122f-63ec-4e37-94d8-0075514bc228"
"Jun 17, 2019 4:41:33 PM"	"Jun 17, 2019"	"44:65:0d:c0:b9:21"	1947	"ddcd841"	"ddcd841"	1500	897	1	0	0	1		0	0	100	100	200	""	500	0	0													""				1	4	""			""					0		"1"	1	0	0	0	0	0	0	0	"She kept the stove as she wants to gift someone"	0	800	400	"97"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"The respondent hasn't been using the jikokoa.wants to give someone as a gift"		0		""	1	1	1	"96"	0	0	0	0	0	0	0	0	1	"I don't want to use the jikokoa as I want to give someone hence using the old stove"				"To buy charcoal"	4	4	"4"	0	0	1	0	0	0	0	0	"She doesn't see anything bad with the stove"	1															3	2	4	2	0	0	120	4	4	4		2	0	""	1	0	0	0	0	0	0	"No"	"No"	3	"No"	"No"	"No"	"I have not been using the jikokoa"	"La"	2			0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	0	6000				-999	18	6.75	.8			1	""										""			"Kuelimisha Watu kuhusu matumizi ya makaa"	1	"uuid:03a2a9ba-7d19-4e1f-8dc1-a9a7f03a8c21"	1906141438	"uuid:03a2a9ba-7d19-4e1f-8dc1-a9a7f03a8c21"
"Jun 17, 2019 4:41:46 PM"	"Jun 17, 2019"	"3.56213E+14"	740	"f3bzz46"	"f3bzz46"	1722	2681	0	2	2	1		30	30	30	90	210	""	1000	0	0					0	0	1	0	0	0	0	0	""	100	350	170			""			""					0		"1"	1	0	0	0	0	0	0	0	"She once  bought another Cook stove similar to jiko okoa (but not jiko okoa) at ksh.500 so she thinks its too expensive"				""																""				""				""										""				""			""									""																				0	0	60	4	4	3	3		0	""	1	0	0	0	0	0	0	""	""		""	""	""	""	""				0	0	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"3"	0	0	1	0	0		800	3300		1000	3	13	2			1	""										""			"Promotion of jikookoa"	0	"uuid:0f0a8b62-c96e-458f-93c7-01805f20b346"	1906141438	"uuid:0f0a8b62-c96e-458f-93c7-01805f20b346"
"Jun 17, 2019 4:41:50 PM"	"Jun 17, 2019"	"3.56213E+14"	1407	"3ab4999"	"3ab4999"	318	2652	0	0	0	1		0	40	40	120	320	""	2000	0	0					0	0	1	0	0	0	0	0	""	0	1280	160			""			""					0		"1"	1	0	0	0	0	0	0	0	""				""																""				""				""										""				""			""									""																				120	120	120	5	5	5	2		0	"She is not in any gainful employment"	1	0	0	0	0	0	0	""	""		""	""	""	""	""				20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"96"	0	0	0	1	0					0	11	12	2			0	"4 97"	0	0	0	1	0	0	1	0	0	"The number belongs to the husband and she rarely has access to it but she'll try and see is she can respond to them"	0		"Selling jiko okoa"	0	"uuid:de8b072a-7c3e-4091-a0d4-caf0265eefdb"	1906141438	"uuid:de8b072a-7c3e-4091-a0d4-caf0265eefdb"
"Jun 17, 2019 4:41:52 PM"	"Jun 17, 2019"	"3.56213E+14"	1542	"5z58ac6"	"5z58ac6"	1358	2635	0	1	1	1		0	30	30	90	210	""	1000	0	0					0	0	1	0	0	0	0	0	""	400	1000	300			""			""					0		"1"	1	0	0	0	0	0	0	0	""				""																""				""				""										""				""			""									""																				30	30	30	5	5	5	1		0	""	1	0	0	0	0	0	0	""	""		""	""	""	""	""				20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"1"	1	0	0	0	0	0	500	1500		700	3	18	1.5			1	""										""			"Research on charcoal use"	0	"uuid:9492d531-e3a8-4e32-8396-13db6f0872db"	1906141438	"uuid:9492d531-e3a8-4e32-8396-13db6f0872db"
"Jun 17, 2019 4:41:53 PM"	"Jun 17, 2019"	"3.56213E+14"	2038	"95529"	"95529"	3525	2567	1	1	1	1		0	100	100	300	700	""	2000	0	0													""				1	1	""			""					0		"1"	1	0	0	0	0	0	0	0	"She has other expenses that she would put the money"	1400	2800	1000	"12"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"She sent pocket money to the son in school"		0		""	1	1	3	"4"	0	0	0	1	0	0	0	0	0	""				"She would Use it to buy charcoal"	1	2	"1 7"	1	0	0	0	0	1	0	0	"Its risky to be left outside the house"	1															4	1	4	1	0	0	45	5	5	4		2	0	""	1	0	0	0	0	0	0	"No"	"No"	3	"No"	"No"	"Yes"	"Its faster and uses little charcoal"	"No"	3		30	0	0	0	0	0	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"3"	0	0	1	0	0		3500	7000		0	8	14.25	1.7	200	799	1	""										""			"Promotion of the Cook stove jiko okoa"	0	"uuid:361476c7-51f5-42d0-90ed-3ee2eec62650"	1906141438	"uuid:361476c7-51f5-42d0-90ed-3ee2eec62650"
"Jun 17, 2019 4:49:07 PM"	"Jun 17, 2019"	"3.5642E+14"	1210	"2271c36"	"2271c36"	4883	1075	1	0	0	1		0	0	50	150	350	"0"	3500	0	0													""				1	2	""			""					1	6	""									""	1000	2800	1500	"13"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"Took the baby to hospital when she fell ill"		0		""	1	1	0	""										""				"Buy charcoal"	3	2	"1"	1	0	0	0	0	0	0	0	"None"	1															3	1	3	1	0	60	120	4	4	4		2	0	""	1	1	0	0	1	1	1	"No"	"Yes"	2	"No"	"Yes"	"Yes"	"It cooks faster"	"No"	3		30	0	10	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	1	"1"	1	0	0	0	0	200	1000	10000		1000	12	8.5	2			1	""										""			"To know if Jikokoa truly saves money"	1	"uuid:5a0aeda7-b48c-46db-af1e-020573099472"	1906141438	"uuid:5a0aeda7-b48c-46db-af1e-020573099472"
"Jun 17, 2019 4:49:09 PM"	"Jun 17, 2019"	"3.5642E+14"	1375	"4720977"	"4720977"	3750	1181	1	0	0	1		0	50	50	150	350	""	3000	0	0													""				1	1	""			""					0		"1"	1	0	0	0	0	0	0	0	""	1400	2800	1400	"4"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Used the money to buy household necessities"		0		""	1	1	0	""										""				"Paid school fees"	3	2	"1 7"	1	0	0	0	0	1	0	0	"None"	1															4	1	4	1	0	45	60	3	3	3		3	0	""	1	0	0	0	0	0	0	"No"	"Yes"	3	"No"	"No"	"No"	"It uses less charcoal"	"No"	3		20	0	0	0	0	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	5	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"1"	1	0	0	0	0	1500	1200	6000		1800	13	18	4			1	""										""			"To see if we still have jikokoa"	1	"uuid:7dd7b0d0-111f-4ae9-8072-405916deadf2"	1906141438	"uuid:7dd7b0d0-111f-4ae9-8072-405916deadf2"
"Jun 17, 2019 4:49:09 PM"	"Jun 17, 2019"	"3.5642E+14"	869	"9847a28"	"9847a28"	650	2518	0	0	0	1		30	70	70	210	490	""	1000	0	0					0	0	1	0	0	0	0	0	""	1400	2800	1400			""			""					0		"1"	1	0	0	0	0	0	0	0	""				""																""				""				""										""				""			""									""																				20	40	90	4	4	4	2		0	""	1	1	0	1	1	0	2	""	""		""	""	""	""	""				0	2	2	2	2	5	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"1"	1	0	0	0	0	130	250	1500		0	6	20	5			1	""										""			"To promote Jikokoa"	1	"uuid:9cbd2e8b-8eb1-4f44-90cf-3070e045f3cc"	1906141438	"uuid:9cbd2e8b-8eb1-4f44-90cf-3070e045f3cc"
"Jun 17, 2019 4:49:10 PM"	"Jun 17, 2019"	"3.5642E+14"	765	"70ba83b"	"70ba83b"	2794	2645	1	2	2	1		0	50	40	130	380	""	3000	0	0													""				1	1	""			""					1	5	""									""	1200	3000	1500	"12"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"Paid schools fees for a daughter who was sent home for fees"		0		""	1	1	0	""										""				"Paid school fees"	2	3	"1"	1	0	0	0	0	0	0	0	"Nothing"	1															3	1	4	1	0	120	120	3	3	3		3	150	""	1	1	0	0	0	0	0	"No"	"Yes"	3	"Yes"	"Yes"	"No"	"It cooks faster"	"No"	3		45	0	0	0	0	0	0	5	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	0	1100				0	11	12	2	225	899	1	""										""			"To make sure that we are using jikokoa"	1	"uuid:ed934941-7ec0-46b7-91bd-210fd43e36a8"	1906141438	"uuid:ed934941-7ec0-46b7-91bd-210fd43e36a8"
"Jun 17, 2019 5:11:03 PM"	"Jun 17, 2019"	"ac:63:be:59:0a:3d"	3531	"2ad8b4a"	"2ad8b4a"	1250	2579	0	1	1	1		40	80	80	240	560	""	2000	0	0					0	0	1	0	0	0	0	0	""	1400	2240	1120			""			""					1	6	""									""				""																""				""				""										""				""			""									""																				60	60	120	3	3	3	1		100	""	1	0	0	0	0	0	0	""	""		""	""	""	""	""				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	"1"	1	0	0	0	0	0	3000	0		1200	20	4.5	3.5			1	""										""			"Income"	1	"uuid:2b107cc6-aaae-41ae-9c32-415eb6a49ed1"	1906141438	"uuid:2b107cc6-aaae-41ae-9c32-415eb6a49ed1"
"Jun 17, 2019 5:11:04 PM"	"Jun 17, 2019"	"ac:63:be:59:0a:3d"	3656	"2dfcb10"	"2dfcb10"	2660	2564	1	2	1	1		0	30	50	120	240	""	2660	0	0													""				1	1	""			""					1	5	""									""	1000	2520	1260	"99"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"School fees"	0	0		""	1	0		""										""				"Invest in business"	1	1	"1 4 7"	1	0	1	0	0	1	0	0	"None"	1															4	2	4	1	0	0	60	5	5	5		1	100	""	1	0	0	0	0	0	0	"No"	"Yes"	2	"Yes"	"No"	"Yes"	"Saving money and time"	"No"	3		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	"1 3"	1	0	1	0	1	257	2000	5000	0	0	22	4.5	1	218	872	1	""										""			"Saving"	1	"uuid:a78a76a0-92fa-4970-97a7-901043a95b84"	1906141438	"uuid:a78a76a0-92fa-4970-97a7-901043a95b84"
"Jun 17, 2019 5:11:05 PM"	"Jun 17, 2019"	"ac:63:be:59:0a:3d"	4638	"502a4zf"	"502a4zf"	2000	2510	0	2	2	1		0	50	80	270	480	""	2300	0	0					0	0	1	0	0	0	0	0	""	840	2240	1120			""			""					0		"1"	1	0	0	0	0	0	0	0	""				""																""				""				""										""				""			""									""																				0	60	120	3	3	3	1		0	""	1	0	0	0	0	0	0	""	""		""	""	""	""	""				0	0	0	0	0	0	0	0	0	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	1	"3"	0	0	1	0	0	0	800	1500		600	15	15	3			0	"97"	0	0	0	0	0	0	1	0	0	"Her phone didn't have charge"	1	0	"Research about Jiko koa"	1	"uuid:2411d421-008d-4bbb-9169-67f10a7bf420"	1906141438	"uuid:2411d421-008d-4bbb-9169-67f10a7bf420"
