submissiondate	today	tabletid	duration	generated_note_name_8	a_area	respondent_id	a_village	generated_note_name_14	generated_note_name_16	a_agree	durationintro	generated_note_name_20	generated_note_name_22	a_consent	a_comment	durationconsent	b_educ	b_male	b_residents	b_children	d_maincooking	d_mainlighting	cz1	generated_note_name_55	d_anycharcoal	d_anykerosene	d_anyfirewood	d_anylpg	d_anycandles	d_anysolar	d_anyelec	d_anyphone	d_anyfree	cz2	generated_note_name_68	generated_note_name_69	d_charcoalbuy	d_charcoaluse	d_charcoalfree	d_kerosenebuy	d_kerosenefree	d_firewoodbuy	d_firewoodfree	d_lpgbuy	d_lpgfree	d_candlesbuy	d_candlesfree	d_solarbuy	d_elecbuy	d_phonebuy	generated_note_name_87	generated_note_name_88	generated_note_name_89	generated_note_name_90	generated_note_name_91	generated_note_name_92	generated_note_name_93	generated_note_name_94	c_charcoalfreq	c_charcoalseller	c_charcoalseller_other	c_charcoalbought	generated_note_name_101	c_charcoalkes	c_charcoalunits	c_charcoalow	c_charcoalhigh	c_buymore	c_buymoreother	c_cookstoveprice	generated_note_name_111	c_cookstoveyear	c_cookstovemonth	c_newcookstovewhen	c_newcookstovebuy	c_comment	generated_note_name_118	generated_note_name_121	b_rent	b_occupationself	b_incomeself	b_occupationothers	b_incomeothers	generated_note_name_129	generated_note_name_130	b_bigpurchase	generated_note_name_134	g1a	g1a2	g1b	g1c	generated_note_name_141	g1d	g1e	g1f	g1g1	generated_note_name_146	g1g	g1h	g1i	generated_note_name_153	g2d	g2g	g2h	g2i	generated_note_name_158	g2a	g2b	g2b2	g2c	g2e	g2f	generated_note_name_171	generated_note_name_173	d_attributes_easy	d_attributes_taste	d_attributes_smoke	d_attributes_cheap	d_attributes_save	d_attributes_looks	durationsurvey	generated_note_name_185	generated_note_name_186	generated_note_name_188	math1	math2	math3	math4	math5	math6	math7	math8	comment_math	durationmath	generated_note_name_207	generated_note_name_208	generated_note_name_210	generated_note_name_211	d_awareness	d_bestthings	d_otherthings	d_taste	d_tastetext	d_jikokoalast	generated_note_name_220	generated_note_name_221	d2_cough_resp	d2_breath_resp	d2_hours_resp	generated_note_name_225	d2_cough_child	d2_breath_child	d2_hours_child	f_health_trad_adult	f_health_trad_child	f_health_longterm	f_health_jikokoa	f_health_work	generated_note_name_238	generated_note_name_240	d_beanmax	d_beanmin	generated_note_name_243	generated_note_name_244	generated_note_name_246	d_beans1a	d_beans2a	d_beans3a	d_beans4a	d_beans5a	d_beans6a	d_beans7a	d_beans8a	d_beans9a	d_beans10a	d_beans11a	d_beans12a	d_beans13a	d_beans14a	d_beans15a	d_beans16a	d_beans17a	d_beans18a	d_beans19a	d_beans20a	d_beans1	d_beans2	d_beans3	d_beans4	d_beans5	d_beans6	d_beans7	d_beans8	d_beans9	d_beans10	d_beans11	d_beans12	d_beans13	d_beans14	d_beans15	d_beans16	d_beans17	d_beans18	d_beans19	d_beans20	d_beanstotal	generated_note_name_290	beans_no20	generated_note_name_292	durationbeliefs	generated_note_name_298	generated_note_name_299	generated_note_name_300	generated_note_name_301	generated_note_name_303	prac_decisions1	generated_note_name_305	prac_decisions2	prac_decisions3	generated_note_name_308	generated_note_name_310	generated_note_name_311	generated_note_name_312	generated_note_name_313	generated_note_name_315	decisions1	decisions2	decisions3	decisions4	decisions5	durationeffort	generated_note_name_328	generated_note_name_329	generated_note_name_330	generated_note_name_331	g_invest	generated_note_name_334	g_outcome	fixed	win	totallose	totalwin	generated_note_name_340	generated_note_name_341	comment_risk	durationrisk	generated_note_name_347	generated_note_name_348	generated_note_name_349	generated_note_name_350	generated_note_name_355	generated_note_name_356	generated_note_name_357	numbersame	generated_note_name_364	generated_note_name_365	durationtotal	instanceid	formdef_version	key
"May 9, 2019 5:03:00 PM"	"May 9, 2019"	"3.56213E+14"	3800		"Mathare"	"2eace17"	"Mabatini A"			1	34			1		149	42	0	4	2	3	1	""		1	1	0	0	1	0	1	0	0				980	980		200						30			50										1	"96"		"96"		70	1	50	70	"96"	"She buys 2 tins per day"	500		2018	12	52	1	""			2500	"12"	350	"17"	500			"32 7 8"		1	0	"96"	0		"3"	"96"	1	0		5	5	5		"6"		""	"6"		0					1500			1	1	2	1	6	1	790				105	208	123.5	10470	-999	230	950	925	""	2283					"7 8"	"1 5"	""	4		520			0	1	8		0	0	0	4	4	4	2	0			21840	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	5	7			0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	5	7	0	0	20				2594						10		7	14							6	21	2	17	5	3294					300		0	100	900	200	1100			""	3572								1			3779	"uuid:fdda246d-75fb-414e-80de-cf9fa0b53cec"	1905090715	"uuid:fdda246d-75fb-414e-80de-cf9fa0b53cec"
"May 9, 2019 5:03:48 PM"	"May 9, 2019"	"3.56213E+14"	4892		"Mathare"	"04ee36c"	"Mabatini A"			1	25			1		75	42	0	5	4	3	1	""		1	1	0	0	1	0	1	0	0				350	350		150						40			50										2	"96"		"96"		70	1	50	100	"96"	""	250		2018	7	32	1	""			2300	"12"	350	"96"	0			"32"		1	0	"96"	0		"3"	"96"	3	0		5	4	2		"6"		""	"6"		0					10000			2	1	2	1	5	1	2103				105	208	1011.75	304210	3330	850	2550	85.7	""	3499					"3"	"1 5"	""	4		260			1	0	48		1	1	0	5	5	5	1	2000			9100	0				0	0	0	0	0	0	10	10													0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	20				3725						14		13	9							1	5	1	1	3	4414					100		1	300	300	400	700			""	4553								1			4889	"uuid:ec4808e6-5f21-48cf-9643-989e42ca45e4"	1905090715	"uuid:ec4808e6-5f21-48cf-9643-989e42ca45e4"
"May 9, 2019 3:24:35 PM"	"May 9, 2019"	"8.68912E+14"	3825		"Mathare"	"270cebf"	"MlangoKubwa V3 B"			1	78			1		191	3	0	4	2	3	1	""		1	1	0	0	1	0	1	0	0				700	700		100						70			100										2	"96"		"96"		100	1	70	120	"2 6"	""	200		2019	1	12	1	""			3000	"97"	300	"7"	250			"6"		1	1	"1 3"	0		"2 6"	"2"	2	500		5	5	2		"97"		"1 97"	"1"		0	200	2000		2500				3	3	0	3	3	0	1346				105	208	61.75	0	0	0	0	0	"Respondent was unable to  tackle sums from number 4"	1635					"3"	"1"	""	5		104			0	0	0		0	0	0	5	5	5	1	50			3000	0				0	0	20																		0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20				2337						7		6	10							1	2	4	2	4	2632					300		1	100	900	200	1100			""	2929								1			3799	"uuid:10c03e22-d0c2-493e-86ef-889ccf4ee3e6"	1905090715	"uuid:10c03e22-d0c2-493e-86ef-889ccf4ee3e6"
"May 9, 2019 3:24:36 PM"	"May 9, 2019"	"8.68912E+14"	3247		"Mathare"	"cbde5a0"	"MlangoKubwa V3 B"			1	39			1		120	37	0	7	4	3	1	""		1	1	0	1	0	0	1	0	0				400	400		150				150					50										4	"96"		"96"		100	1	70	150	"3"	""	250		2016	11	104	1	""			2200	"97"	500	"72"	1000			"7"		1	0	"1 3"	0		"6"	"96"	2	2000		5	5	5		"6"		"1"	"1"		0	2000	5000						0	0	0	8	2	2	1219				105	84	0	0	0	0	0	0	"Respondent was unable do other sums"	1389					"4"	"1 4 5"	""	5		520			0	0	0		0	0	0	4	4	4	1	50			7500	0				0	0	0	0	5	15															0	0	0	0	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20				1783						1		18	5							1	21	17	1	18	2397					200		0	200	600	300	900			""	2629								1			3141	"uuid:f1e80d9a-2c9c-4924-a7ef-ffee0abb5be4"	1905090715	"uuid:f1e80d9a-2c9c-4924-a7ef-ffee0abb5be4"
"May 9, 2019 3:24:37 PM"	"May 9, 2019"	"8.68912E+14"	4908		"Mathare"	"06c20db"	"MlangoKubwa V3 B"			1	38			1		56	3	0	3	2	3	1	""		1	1	0	0	1	0	1	0	0				700	700		350						40			80										2	"96"		"96"		120	1	100	120	"3"	""	250		2018	6	24	1	""			2500	"97"	250	"97"	300			"6"		1	0	"1 3"	0		"3"	"96"	2	500		5	5	5		"7"		"1"	"1"		0	4000	5000			2500			3	1	0	8	0	0	1404				105	208	0	0	0	0	0	0	"Respondent  attempted other sums  but time elapsed while still trying"	2096					"9"	"1"	""	4		260			0	0	0		1	1	5	5	5	5	1	70			15000	0				0	0	0	0	0	0	0	0	0	0	0	20									0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	20				2665						21		21	2							5	10	15	4	12	3000					300		1	100	900	200	1100			""	3313								1			4277	"uuid:09c4265a-bd94-411e-970c-ebfdcb66bfe2"	1905090715	"uuid:09c4265a-bd94-411e-970c-ebfdcb66bfe2"
"May 9, 2019 4:02:48 PM"	"May 9, 2019"	"6ed148c9d4075192"	3340		"Mathare"	"ceb063f"	"Mabatini"			1	40			1		258	44	0	5	3	3	1	"Sometimes uses kerosene stove for cooking"		1	1	0	0	1	0	1	0	0				350	350		70						20			75										2	"96"		"96"		50	2	50	70	"2 4 5 8"	""	150		2018	12	52	1	""			2000	"96"	0	"97"	300			"6 7"		1	0	"3"	1		"4"	"1"	2	-999		4	4	4		"10 97"		"1 6"	"6 10 97"		0	900	3600	1000		2000			2	0	1	4	3	2	1460				105	208	1011.75	-999	3330	390	85	120	""	1898					"20 3 4 9"	"1 5 7"	""	3		52			0	0	0		1	1	2	3	3	3	3	100			9000	0				6	5	0	3	0	3	2	1													6	5	0	3	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	20				2450						9		10	9							14	9	7	5	9	2887					0		0	400	0	500	500			""	3038								1			3339	"uuid:7818eeb2-4166-46c5-99f0-6e5e6fe50877"	1905090715	"uuid:7818eeb2-4166-46c5-99f0-6e5e6fe50877"
"May 9, 2019 4:02:50 PM"	"May 9, 2019"	"6ed148c9d4075192"	3221		"Mathare"	"904c0c7"	"Mabatini"			1	18			1		229	35	0	6	3	3	1	""		1	1	0	0	1	0	1	0	0				350	350		30						30			75										2	"96"		"96"		100	2	50	100	"2 4 8"	""	200		2018	4	52	1	""			2000	"7"	200	"10 11"	200			"4 7 8"		1	0	"3"	0		"96"	"96"	3	-999		4	4	4		""	2	""	"1 6"		0	500	600						0	2	3	2	3	2	1459				-999	-999	-999	-999	-999	-999	-999	-999	""	1529					"3 4 9"	"1 4 5 7"	""	3		126			1	1	2		1	1	1	3	3	3	3	50			8000	0				2	5	3	2	2	3	3														2	5	3	2	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	20				2024						14		12	12							15	11	10	10	17	2355					50		0	350	150	450	600			""	3037											3219	"uuid:b12c9ef5-3c9e-4d5e-9fa4-c510f333d3c0"	1905090715	"uuid:b12c9ef5-3c9e-4d5e-9fa4-c510f333d3c0"
"May 9, 2019 4:02:53 PM"	"May 9, 2019"	"6ed148c9d4075192"	2627		"Mathare"	"d7a6f62"	"Mabatini"			1	31			1		223	44	0	5	1	3	1	""		1	1	0	0	1	0	1	0	0				490	490		40						30			75										2	"96"		"96"		70	1	50	70	"4 6 8"	""	300		2018	6	28	1	"The respondent can use one jiko for one and half year"			1500	"96"	0	"8 97"	300			"31 7"		1	0	"96"	0		"96"	"1"	3	-999		5	4	4		""	2	""	"1 6"		1000								2	1	2	2	5	0	1023				105	208	62.7	2094	-999	5.91	85	595	""	1400					"3 4 7"	"1 3 5 7"	""	4		126			1	1	4		1	1	0	5	5	3	5	0			4000	0				4	4	7	5																	4	4	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20				1813						8		6	8							5	14	18	21	14	2106					100		0	300	300	400	700			""	2358								2			2625	"uuid:0b1b38ef-94b8-466e-abb3-b2bc9e63ff77"	1905090715	"uuid:0b1b38ef-94b8-466e-abb3-b2bc9e63ff77"
"May 9, 2019 4:07:21 PM"	"May 9, 2019"	"8.68912E+14"	1844		"Mathare"	"969727a"	"MlangoKubwa V3 B"			1	41			1		109	34	0	3	2	3	1	""		1	1	0	0	1	0	1	0	0				700	700		280						20			75										2	"96"		"96"		100	3	100	120	"2 6"	""	300		2018	12	12	3	""			2800	"97"	200	"97"	200			"6"		1	0	"3"	0		"6"	"4"	3	-999		5	5	4		"5"		""	"10 97"		300	300	10000						0	0	0	0	12	0	886				105	208	-999	-999	-999	-999	-999	-999	""	1284					"7"	"1 4"	""	5		104			0	0	0		0	0	0	4	4	4	1	300			4000	0				2	4	6	8																	2	4	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20				1458						9		10	12							21	21	21	21	21	1604					0		1	400	0	500	500			""	1712								1			1842	"uuid:6824513f-a228-45b3-bf14-aa16c64066b2"	1905090715	"uuid:6824513f-a228-45b3-bf14-aa16c64066b2"
"May 9, 2019 4:07:23 PM"	"May 9, 2019"	"8.68912E+14"	1573		"Mathare"	"966b315"	"MlangoKubwa V3 B"			1	41			1		150	96	0	5	3	3	1	""		1	1	0	0	1	0	1	1	0				700	700		280						20			75	20									2	"96"		"96"		100	2	100	100	"2 97"	""	350		2018	8	15	1	""			3000	"7"	150	"97"	500			"6"		1	0	"3"	0		"96"	"96"	2	-999		5	5	2		""	2	"1"	"1"		0	3000	2400						0	0	0	0	12	0	709				105	208	1011.75	-999	-999	-999	-999	-999	""	765					"9"	"1 4"	""	5		52			0	0	0		1	0	12	2	2	3	1	500			3000	0				0	0	20																		0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20				888						7		5	6							21	21	21	21	21	1013					100		0	300	300	400	700			""	1206								2			1550	"uuid:0171257f-c9d9-4a4b-b9b5-aa08e868a1dd"	1905090715	"uuid:0171257f-c9d9-4a4b-b9b5-aa08e868a1dd"
