submissiondate,today,tabletid,duration,a_area,a_hhid,hhbdm,a_consent,b_phone,bz1,b_educ,b_sex,bz2,b_residents,b_children,b_decision,b_bigpurchase,b_bigpurchase_1,b_bigpurchase_2,b_bigpurchase_3,b_bigpurchase_4,b_bigpurchase_5,b_bigpurchase_6,b_bigpurchase_7,b_bigpurchase_8,b_bigpurchase_96,b_bigpurchase_97,bz3,b_partnersex,bz4,b_rent,b_occupationself,b_occupationself_96,b_occupationself_1,b_occupationself_2,b_occupationself_3,b_occupationself_4,b_occupationself_5,b_occupationself_6,b_occupationself_61,b_occupationself_7,b_occupationself_8,b_occupationself_9,b_occupationself_10,b_occupationself_11,b_occupationself_12,b_occupationself_13,b_occupationself_14,b_occupationself_15,b_occupationself_16,b_occupationself_17,b_occupationself_18,b_occupationself_19,b_occupationself_20,b_occupationself_21,b_occupationself_22,b_occupationself_23,b_occupationself_24,b_occupationself_25,b_occupationself_26,b_occupationself_27,b_occupationself_28,b_occupationself_29,b_occupationself_30,b_occupationself_31,b_occupationself_32,b_occupationself_33,b_occupationself_50,b_occupationself_60,b_occupationself_71,b_occupationself_72,b_occupationself_73,b_occupationself_74,b_occupationself_75,b_occupationself_97,b_incomeself,b_occupationothers,b_occupationothers_96,b_occupationothers_1,b_occupationothers_2,b_occupationothers_3,b_occupationothers_4,b_occupationothers_5,b_occupationothers_6,b_occupationothers_61,b_occupationothers_7,b_occupationothers_8,b_occupationothers_9,b_occupationothers_10,b_occupationothers_11,b_occupationothers_12,b_occupationothers_13,b_occupationothers_14,b_occupationothers_15,b_occupationothers_16,b_occupationothers_17,b_occupationothers_18,b_occupationothers_19,b_occupationothers_20,b_occupationothers_21,b_occupationothers_22,b_occupationothers_23,b_occupationothers_24,b_occupationothers_25,b_occupationothers_26,b_occupationothers_27,b_occupationothers_28,b_occupationothers_29,b_occupationothers_30,b_occupationothers_31,b_occupationothers_32,b_occupationothers_33,b_occupationothers_50,b_occupationothers_60,b_occupationothers_71,b_occupationothers_72,b_occupationothers_73,b_occupationothers_74,b_occupationothers_75,b_occupationothers_97,b_incomeothers,bz5,g1a,g1b,g1b_1,g1b_2,g1b_3,g1b_96,g1c,g1d,g1d_1,g1d_2,g1d_3,g1d_4,g1d_5,g1d_6,g1d_96,g1e,g1e_1,g1e_2,g1e_3,g1e_4,g1e_5,g1e_6,g1e_96,g1f,g1f_1,g1f_2,g1f_3,g1g,g1h,g1i,g2a,g2b,g2c,g2d,g2d_1,g2d_2,g2d_3,g2d_4,g2d_5,g2d_6,g2d_7,g2d_8,g2d_9,g2d_10,g2d_97,g2e,g2f,g2g,g2g_1,g2g_2,g2g_3,g2g_4,g2g_97,g2h,g2h_1,g2h_2,g2h_3,g2h_4,g2h_5,g2h_6,g2h_7,g2h_8,g2h_9,g2h_10,g2h_97,d_maincooking,d_mainlighting,cz1,d_anycharcoal,d_anykerosene,d_anyfirewood,d_anylpg,d_anycandles,d_anysolar,d_anyelec,d_anyphone,cz2,d_charcoalbuy,d_charcoaluse,d_charcoalfree,d_kerosenebuy,d_kerosenefree,d_firewoodbuy,d_firewoodfree,d_lpgbuy,d_lpgfree,d_candlesbuy,d_candlesfree,d_solarbuy,d_elecbuy,d_phonebuy,cz3_b,c_charcoalwho_self,c_charcoalwho_spouse,c_charcoalwho_other,c_charcoalfreq,c_charcoalseller,c_charcoalseller_1,c_charcoalseller_2,c_charcoalseller_3,c_charcoalseller_4,c_charcoalseller_5,c_charcoalseller_6,c_charcoalseller_7,c_charcoalseller_8,c_charcoalseller_9,c_charcoalseller_10,c_charcoalseller_97,c_charcoalbought,c_charcoalbought_1,c_charcoalbought_2,c_charcoalbought_3,c_charcoalbought_4,c_charcoalbought_5,c_charcoalbought_6,c_charcoalbought_7,c_charcoalbought_8,c_charcoalbought_9,c_charcoalbought_10,c_charcoalbought_97,c_charcoalprice,c_charcoalunits,c_charcoalow,c_charcoalhigh,c_buymore,c_buymore_1,c_buymore_2,c_buymore_3,c_buymore_4,c_buymore_5,c_buymore_6,c_buymore_7,c_buymore_97,c_buymore_96,c_buymoreother,c_cookstoveprice,c_cookstovemonth,c_cookstoveyear,cz4,d_awareness,d_awareness_1,d_awareness_20,d_awareness_21,d_awareness_22,d_awareness_3,d_awareness_4,d_awareness_5,d_awareness_6,d_awareness_7,d_awareness_8,d_awareness_9,d_awareness_10,d_awareness_97,d_nobuy,d_nobuy_1,d_nobuy_2,d_nobuy_3,d_nobuy_4,d_nobuy_5,d_nobuy_6,d_nobuy_7,d_nobuy_8,d_nobuy_9,d_nobuy_10,d_nobuy_11,d_nobuy_12,d_nobuy_13,d_nobuy_97,d_nobuy_other,d_alwaystaker,prac_start,prac_x1,prac_min1,prac_max1,prac_bid1,prac_x2,prac_min2,prac_max2,prac_bid2,prac_x3,prac_min3,prac_max3,prac_bid3,prac_x4,prac_min4,prac_max4,prac_bid4,prac_x5,prac_min5,prac_max5,prac_bid5,prac_x6,prac_min6,prac_max6,prac_bid6,prac_wtp1,prac_wtp1_p5,prac_wtp1_m5,prac_maxpay1,prac_newwtp1,prac_checkbid1,prac_checkbid2,prac_doublecheck1,prac_wtp2,prac_wtp2_p5,prac_wtp2_m5,prac_maxpay2,prac_newwtp2,prac_checkbid3,prac_checkbid4,prac_doublecheck2,prac_wtp3,prac_wtp3_p5,prac_wtp3_m5,prac_maxpay3,prac_newwtp3,prac_checkbid5,prac_checkbid6,prac_doublecheck3,prac_wtp4,prac_wtp4_p5,prac_wtp4_m5,prac_maxpay4,prac_checkbid7,prac_checkbid8,prac_doublecheck4,prac_finwtp,rndprice,prac_price,prac_respargue,prac_arguments,start,x1,min1,max1,bid1,x2,min2,max2,bid2,x3,min3,max3,bid3,x4,min4,max4,bid4,x5,min5,max5,bid5,x6,min6,max6,bid6,x7,min7,max7,bid7,x8,min8,max8,bid8,x9,min9,max9,bid9,x10,min10,max10,bid10,x11,min11,max11,bid11,wtp1,wtp1_p5,wtp1_m5,maxpay1,newwtp1,checkbid1,checkbid2,doublecheck1,wtp2,wtp2_p5,wtp2_m5,maxpay2,newwtp2,checkbid3,checkbid4,doublecheck2,wtp3,wtp3_p5,wtp3_m5,maxpay3,newwtp3,checkbid5,checkbid6,doublecheck3,wtp4,wtp4_p5,wtp4_m5,maxpay4,checkbid7,checkbid8,doublecheck4,finwtp,f_pricecorrect,f_pricewritten,price,f_complete,f_payment,g_consent_sms,z_locationaccuracy,instanceid,formdef_version,key,review_comments
"2/9/18 10:56","9-Feb-18",3.562e+14,1304,"Gatwekera",158496,604,1,1,,3,0,,3,2,1,"6",0,0,0,0,0,1,0,0,0,0,"",,"",1000,"12",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,"96",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"3",0,0,1,0,2,6,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,2,0,1,0,5,5,4,108,300,,"6",0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,"97",0,0,0,0,0,0,0,0,0,0,1,3,5,"",1,1,0,0,0,0,0,1,"",300,50,0,40,0,,,,,,,,,0,,12,0,0,96,"1",1,0,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,50,2,50,50,"2",0,1,0,0,0,0,0,0,0,"",300,8,2017,"","1 4 7",1,0,0,0,0,1,0,0,1,0,0,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,25,0,50,0,13,0,25,1,19,13,25,0,16,13,19,0,15,13,16,0,14,13,15,0,13,18,8,1,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,13,.5157059,24,0,,0,998,0,1995,1,1497,998,1995,0,1248,998,1497,0,1123,998,1248,1,1186,1123,1248,0,1155,1123,1186,0,1139,1123,1155,0,1131,1123,1139,0,1127,1123,1131,0,1125,1123,1127,0,1124,1123,1125,0,1123,1128,1118,1,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,1123,1,,604,1,604,1,,"uuid:88b652e1-7a06-4bc9-bc16-4fc8fe2b5750",1802051103,"uuid:88b652e1-7a06-4bc9-bc16-4fc8fe2b5750","ctodownload@busaracenter.org (Feb 9, 2018 5:14:44 PM): [ Submission approved with approve-all. ]"
"2/9/18 10:56","9-Feb-18",3.562e+14,1172,"Gatwekera",158846,3500,1,1,,8,1,,5,3,2,"5",0,0,0,0,1,0,0,0,0,0,"",1,"",2000,"7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,"97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,700,,1,"2 3",0,1,1,0,1,96,0,0,0,0,0,0,1,96,0,0,0,0,0,0,1,1,1,0,0,5,4,2,0,3000,0,"",,,,,,,,,,,,,,4,0,0,0,1,0,"",,,,,,,,,,,,3,1,"cooking: Kerosene Lighting: Candle",1,1,0,0,1,0,1,0,"",300,50,0,100,0,,,,,10,0,,20,,,9,3,0,5,"1",1,0,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,50,2,50,50,"97",0,0,0,0,0,0,0,1,0,"When the charcoal supply is low",300,6,2017,"","3 10",0,0,0,0,1,0,0,0,0,0,0,1,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,25,0,50,0,13,0,25,0,7,0,13,1,10,7,13,1,12,10,13,1,13,12,13,1,13,18,8,1,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,13,.1387098,43,0,,0,998,0,1995,1,1497,998,1995,0,1248,998,1497,0,1123,998,1248,1,1186,1123,1248,0,1155,1123,1186,1,1171,1155,1186,0,1163,1155,1171,0,1159,1155,1163,0,1157,1155,1159,0,1156,1155,1157,0,1155,1160,1150,1,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,1155,1,,3500,,,1,,"uuid:cf568d19-56bd-427b-bcb6-61226b984e10",1802051103,"uuid:cf568d19-56bd-427b-bcb6-61226b984e10","ctodownload@busaracenter.org (Feb 9, 2018 5:14:44 PM): [ Submission approved with approve-all. ]"
"2/9/18 14:05","9-Feb-18",3.562e+14,1209,"Gatwekera",158488,2557,1,1,,7,1,,5,4,1,"6",0,0,0,0,0,1,0,0,0,0,"",,"",2500,"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,400,"96",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"3",0,0,1,0,2,6,0,0,0,0,0,1,0,96,0,0,0,0,0,0,1,1,1,0,0,5,4,4,0,3000,,"6",0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,"",,,,,,,,,,,,3,3,"",1,0,0,0,1,0,1,0,"",700,100,0,,,,,,,10,0,,140,,,12,0,0,96,"1",1,0,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,60,2,60,60,"2 97",0,1,0,0,0,0,0,1,0,"When cooking food that takes long to cook like beans",300,99,2016,"","1 3 4 6 7",1,0,0,0,1,1,0,1,1,0,0,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,25,0,50,0,13,0,25,0,7,0,13,0,4,0,7,1,6,4,7,1,7,6,7,1,7,12,2,1,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,7,.1661976,42,0,,0,998,0,1995,1,1497,998,1995,1,1746,1497,1995,0,1622,1497,1746,0,1560,1497,1622,0,1529,1497,1560,0,1513,1497,1529,0,1505,1497,1513,0,1501,1497,1505,1,1503,1501,1505,1,1504,1503,1505,1,1504,1509,1499,1,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,1504,1,,2557,,,1,,"uuid:dd2346a3-c658-48fc-8071-ccb563f18257",1802051103,"uuid:dd2346a3-c658-48fc-8071-ccb563f18257","ctodownload@busaracenter.org (Feb 9, 2018 5:14:44 PM): [ Submission approved with approve-all. ]"
"2/9/18 14:05","9-Feb-18",3.562e+14,839,"Gatwekera",137347,3500,1,1,,12,1,,3,1,2,"7",0,0,0,0,0,0,1,0,0,0,"",1,"",1500,"10",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,,1,"3",0,0,1,0,1,6,0,0,0,0,0,1,0,96,0,0,0,0,0,0,1,1,1,0,0,5,5,4,0,3000,9999,"5",0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,"",,,,,,,,,,,,3,1,"Safi Energy",1,0,0,0,0,0,1,0,"",350,50,0,,,,,,,,,,45,,,12,0,0,96,"1",1,0,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,50,2,50,50,"97",0,0,0,0,0,0,0,1,0,"When I have a lot to cook",350,11,2017,"","3 97",0,0,0,0,1,0,0,0,0,0,0,0,1,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,25,0,50,0,13,0,25,0,7,0,13,1,10,7,13,1,12,10,13,1,13,12,13,1,13,18,8,1,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,13,.5330603,23,0,,1,2993,1995,3990,0,2494,1995,2993,0,2245,1995,2494,0,2120,1995,2245,0,2058,1995,2120,0,2027,1995,2058,0,2011,1995,2027,1,2019,2011,2027,1,2023,2019,2027,1,2025,2023,2027,1,2026,2025,2027,1,2026,2031,2021,1,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,2026,1,,3500,,,1,,"uuid:fc9404dc-fc3c-4d4b-a5ec-bfd34d141fe1",1802051103,"uuid:fc9404dc-fc3c-4d4b-a5ec-bfd34d141fe1","ctodownload@busaracenter.org (Feb 9, 2018 5:14:44 PM): [ Submission approved with approve-all. ]"
"2/9/18 14:05","9-Feb-18",3.562e+14,827,"Gatwekera",158517,3500,1,1,,12,0,,3,1,2,"7",0,0,0,0,0,0,1,0,0,0,"",1,"",2500,"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,,1,"3",0,0,1,0,1,96,0,0,0,0,0,0,1,96,0,0,0,0,0,0,1,1,1,0,0,5,4,4,0,1000,0,"",,,,,,,,,,,,,,4,0,0,0,1,0,"",,,,,,,,,,,,3,1,"Cooking: Kerosene",1,1,0,0,1,0,1,0,"",300,50,0,25,0,,,,,15,0,,40,,,0,12,0,5,"1",1,0,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,50,2,50,50,"6",0,0,0,0,0,1,0,0,0,"",250,8,2017,"","1 3",1,0,0,0,1,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,25,0,50,0,13,0,25,0,7,0,13,0,4,0,7,1,6,4,7,1,7,6,7,1,7,12,2,1,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,7,.8837773,6,0,,1,2993,1995,3990,0,2494,1995,2993,1,2744,2494,2993,1,2869,2744,2993,1,2931,2869,2993,1,2962,2931,2993,1,2978,2962,2993,1,2986,2978,2993,1,2990,2986,2993,1,2992,2990,2993,1,2993,2992,2993,1,2993,2998,2988,1,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,2993,1,,3500,,,1,,"uuid:d020dba6-9288-4d55-8084-9cf1a165a246",1802051103,"uuid:d020dba6-9288-4d55-8084-9cf1a165a246","ctodownload@busaracenter.org (Feb 9, 2018 5:14:44 PM): [ Submission approved with approve-all. ]"
"2/9/18 15:45","9-Feb-18",3.588e+14,1874,"Gatwekera",134852,3500,1,1,,12,0,,5,4,1,"6 7",0,0,0,0,0,1,1,0,0,0,"",,"",2500,"18 97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,"96",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"3",0,0,1,0,1,3,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,2,0,1,0,5,5,5,0,7000,500,"6 97",0,0,0,0,0,1,0,0,0,0,1,,10000,,,,,,,"1",1,0,0,0,0,0,0,0,0,0,0,3,1,"",1,0,0,1,1,0,1,1,"",350,350,0,,,,,125,0,40,0,,100,60,,12,0,0,2,"1",1,0,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,50,2,50,50,"2",0,1,0,0,0,0,0,0,0,"",280,9,2017,"","1 3",1,0,0,0,1,0,0,0,0,0,0,0,0,"1 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,25,0,50,0,13,0,25,0,7,0,13,0,4,0,7,0,2,0,4,0,1,0,2,0,0,5,0,0,5,,,,5,10,0,1,,1,2,0,,,,,,,,,,,,,,,,5,.5504192,22,0,,1,2993,1995,3990,0,2494,1995,2993,1,2744,2494,2993,0,2619,2494,2744,0,2557,2494,2619,0,2526,2494,2557,0,2510,2494,2526,0,2502,2494,2510,0,2498,2494,2502,1,2500,2498,2502,1,2501,2500,2502,0,2500,2505,2495,1,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,2500,1,,3500,,,1,,"uuid:7d92331c-2a77-41de-b0b5-c610c1af1cf1",1802051103,"uuid:7d92331c-2a77-41de-b0b5-c610c1af1cf1","ctodownload@busaracenter.org (Feb 9, 2018 5:14:44 PM): [ Submission approved with approve-all. ]"
"2/9/18 15:45","9-Feb-18",3.588e+14,1777,"Gatwekera",158499,1500,1,1,,8,0,,4,2,2,"3 5 7 8",0,0,1,0,1,0,1,1,0,0,"",1,"",1000,"97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,"74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,400,,1,"2 3",0,1,1,0,2,5,0,0,0,0,1,0,0,96,0,0,0,0,0,0,1,1,1,0,0,5,5,5,0,1600,,"6",0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,"",,,,,,,,,,,,5,1,"",1,1,0,0,1,0,1,0,"",200,200,0,210,0,,,,,20,0,,100,,,12,0,0,3,"1",1,0,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,50,2,40,50,"2 97",0,1,0,0,0,0,0,1,0,"",300,99,2016,"","1 3 6",1,0,0,0,1,0,0,1,0,0,0,0,0,"1 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,25,0,50,0,13,0,25,0,7,0,13,0,4,0,7,0,2,0,4,0,1,0,2,0,0,5,0,0,5,,,,5,10,0,1,,1,2,0,,,,,,,,,,,,,,,,5,.1361017,43,0,,1,2993,1995,3990,1,3492,2993,3990,1,3741,3492,3990,0,3617,3492,3741,0,3555,3492,3617,0,3524,3492,3555,0,3508,3492,3524,0,3500,3492,3508,1,3504,3500,3508,0,3502,3500,3504,0,3501,3500,3502,0,3500,3505,3495,1,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,3500,1,,1500,0,,1,,"uuid:f63ea3ba-aac3-49e0-9525-92b779c03471",1802051103,"uuid:f63ea3ba-aac3-49e0-9525-92b779c03471","ctodownload@busaracenter.org (Feb 9, 2018 5:14:44 PM): [ Submission approved with approve-all. ]"
"2/9/18 15:45","9-Feb-18",3.588e+14,1616,"Gatwekera",158512,1500,1,1,,4,0,,7,6,1,"7",0,0,0,0,0,0,1,0,0,0,"",,"",1000,"17 97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,"60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,"96",0,0,0,1,2,96,0,0,0,0,0,0,1,96,0,0,0,0,0,0,1,3,0,0,1,5,5,5,0,,,"",,,,,,,,,,,,,,2,0,1,0,0,0,"",,,,,,,,,,,,5,1,"",1,1,0,0,1,0,1,0,"",100,100,0,210,0,,,,,20,0,,50,,,12,0,0,3,"1",1,0,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,50,2,50,60,"2",0,1,0,0,0,0,0,0,0,"",300,4,2017,"","1 3 97",1,0,0,0,1,0,0,0,0,0,0,0,1,"1 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,25,0,50,0,13,0,25,0,7,0,13,0,4,0,7,0,2,0,4,0,1,0,2,0,0,5,0,0,5,,,,5,10,0,1,,1,2,0,,,,,,,,,,,,,,,,5,.3569582,32,0,,0,998,0,1995,1,1497,998,1995,1,1746,1497,1995,0,1622,1497,1746,0,1560,1497,1622,0,1529,1497,1560,0,1513,1497,1529,0,1505,1497,1513,0,1501,1497,1505,0,1499,1497,1501,1,1500,1499,1501,1,1500,1505,1495,1,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,1500,1,,1500,0,,1,,"uuid:2c6b1b97-e6d5-4420-81eb-19426c7d9870",1802051103,"uuid:2c6b1b97-e6d5-4420-81eb-19426c7d9870","ctodownload@busaracenter.org (Feb 9, 2018 5:14:44 PM): [ Submission approved with approve-all. ]"
"2/9/18 15:48","7-Feb-18",3.562e+14,2413,"Gatwekera",158492,1500,1,1,,8,0,,3,1,2,"8",0,0,0,0,0,0,0,1,0,0,"",1,"",2000,"96",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,,1,"3",0,0,1,0,2,3,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,2,0,1,0,5,5,5,8,200,,"6",0,0,0,0,0,1,0,0,0,0,0,,5000,,,,,,,"97",0,0,0,0,0,0,0,0,0,0,1,3,1,"",1,1,0,0,0,0,1,0,"",350,350,0,100,0,,,,,,,,50,,,0,12,0,2,"97",0,0,0,0,0,0,0,0,0,0,1,"1 97",1,0,0,0,0,0,0,0,0,0,1,50,1,50,50,"96",0,0,0,0,0,0,0,0,1,"",0,99,99,"Did not buy, given by a relative","1 3",1,0,0,0,1,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,25,0,50,0,13,0,25,0,7,0,13,1,10,7,13,1,12,10,13,1,13,12,13,1,13,18,8,1,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,13,.9200819,4,0,,0,998,0,1995,0,499,0,998,1,749,499,998,0,624,499,749,0,562,499,624,0,531,499,562,0,515,499,531,0,507,499,515,1,511,507,515,0,509,507,511,1,510,509,511,1,510,515,505,1,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,510,1,,1500,,,1,10,"uuid:06fe13e9-a74a-483f-b3f9-52cd5c72ad32",1802051103,"uuid:06fe13e9-a74a-483f-b3f9-52cd5c72ad32","ctodownload@busaracenter.org (Feb 9, 2018 5:14:44 PM): [ Submission approved with approve-all. ]"
"2/9/18 15:48","9-Feb-18",3.562e+14,3073,"Gatwekera",158840,3500,1,1,,10,0,,4,3,1,"7",0,0,0,0,0,0,1,0,0,0,"",,"",500,"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,"96",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"3",0,0,1,0,1,6,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,3,0,0,1,5,4,2,6000,1000,5000,"1",1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,"",,,,,,,,,,,,3,1,"",1,1,0,1,0,0,1,0,"",100,100,0,20,0,,,1000,0,,,,300,,,12,0,0,9,"1",1,0,0,0,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,50,2,30,50,"2 97",0,1,0,0,0,0,0,1,0,"When preparing heavy meals like gathering or boiling beans",200,7,2016,"","3",0,0,0,0,1,0,0,0,0,0,0,0,0,"1 97",1,0,0,0,0,0,0,0,0,0,0,0,0,1,"I have my still have my traditional jiko in good shape",0,1,75,50,100,1,88,75,100,1,94,88,100,1,97,94,100,1,99,97,100,1,100,99,100,1,100,100,95,1,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,100,.5749625,21,0,,1,2993,1995,3990,1,3492,2993,3990,1,3741,3492,3990,0,3617,3492,3741,0,3555,3492,3617,0,3524,3492,3555,0,3508,3492,3524,0,3500,3492,3508,1,3504,3500,3508,1,3506,3504,3508,1,3507,3506,3508,1,3507,3512,3502,1,,1,2,1,3512,3517,3507,1,,1,2,0,,,,,,,,,,,,,,,,3512,1,,3500,1,3500,1,4.4,"uuid:5e7fd6f9-d5e3-4ef5-893f-03eee91f7d73",1802051103,"uuid:5e7fd6f9-d5e3-4ef5-893f-03eee91f7d73","ctodownload@busaracenter.org (Feb 9, 2018 5:14:44 PM): [ Submission approved with approve-all. ]"
